"un_country"	"year"	"source"	"n"
"1193"	"egypt"	2012	"EFLUX"	1
"1194"	"egypt"	2012	"MEETUP"	12
"1195"	"egypt"	2012	"TED"	36
"1196"	"egypt"	2012	"TIMEPAD"	1
"1197"	"egypt"	2013	"BEHANCE"	969
"1198"	"egypt"	2013	"EFLUX"	2
"1199"	"egypt"	2013	"MEETUP"	12
"1200"	"egypt"	2013	"TED"	28
"1201"	"egypt"	2013	"TIMEPAD"	3
"1202"	"egypt"	2014	"BEHANCE"	1129
"1203"	"egypt"	2014	"MEETUP"	60
"1204"	"egypt"	2014	"TED"	23
"1205"	"egypt"	2014	"TIMEPAD"	1
"1206"	"egypt"	2015	"BEHANCE"	1237
"1207"	"egypt"	2015	"EFLUX"	1
"1208"	"egypt"	2015	"MEETUP"	89
"1209"	"egypt"	2015	"TED"	21
"1210"	"egypt"	2015	"TIMEPAD"	4
"1211"	"egypt"	2016	"BEHANCE"	1467
"1212"	"egypt"	2016	"EFLUX"	1
"1213"	"egypt"	2016	"MEETUP"	169
"1214"	"egypt"	2016	"TED"	28
"1215"	"egypt"	2017	"BEHANCE"	1908
"1216"	"egypt"	2017	"EFLUX"	3
"1217"	"egypt"	2017	"MEETUP"	200
"1218"	"egypt"	2017	"TED"	31
"1219"	"egypt"	2017	"TIMEPAD"	1
"1220"	"egypt"	2018	"ART_EDUCATION"	2
"1221"	"egypt"	2018	"BEHANCE"	1623
"1222"	"egypt"	2018	"EFLUX"	2
"1223"	"egypt"	2018	"MEETUP"	353
"1224"	"egypt"	2018	"TED"	45
"1225"	"egypt"	2018	"TIMEPAD"	1
"1226"	"egypt"	2019	"BEHANCE"	223
"1227"	"egypt"	2019	"MEETUP"	120
"1228"	"egypt"	2019	"TED"	17
"1229"	"egypt"	2019	"TIMEPAD"	3
"1230"	"el salvador"	2010	"BEHANCE"	5
"1231"	"el salvador"	2011	"BEHANCE"	25
"1232"	"el salvador"	2012	"BEHANCE"	54
"1233"	"el salvador"	2012	"TED"	3
"1234"	"el salvador"	2013	"BEHANCE"	112
"1235"	"el salvador"	2013	"TED"	1
"1236"	"el salvador"	2014	"BEHANCE"	88
"1237"	"el salvador"	2014	"TED"	2
"1238"	"el salvador"	2015	"BEHANCE"	59
"1239"	"el salvador"	2015	"TED"	2
"1240"	"el salvador"	2016	"BEHANCE"	44
"1241"	"el salvador"	2016	"TED"	2
"1242"	"el salvador"	2017	"BEHANCE"	55
"1243"	"el salvador"	2017	"TED"	1
"1244"	"el salvador"	2018	"BEHANCE"	78
"1245"	"el salvador"	2018	"TED"	1
"1246"	"el salvador"	2019	"BEHANCE"	7
"1247"	"el salvador"	2019	"TED"	1
"1248"	"eritrea"	2011	"TED"	2
"1249"	"estonia"	2008	"BEHANCE"	19
"1250"	"estonia"	2009	"BEHANCE"	67
"1251"	"estonia"	2009	"TED"	1
"1252"	"estonia"	2010	"BEHANCE"	47
"1253"	"estonia"	2010	"TED"	4
"1254"	"estonia"	2011	"BEHANCE"	138
"1255"	"estonia"	2011	"TED"	6
"1256"	"estonia"	2012	"BEHANCE"	153
"1257"	"estonia"	2012	"TED"	9
"1258"	"estonia"	2013	"BEHANCE"	222
"1259"	"estonia"	2013	"TED"	9
"1260"	"estonia"	2013	"TIMEPAD"	3
"1261"	"estonia"	2014	"BEHANCE"	223
"1262"	"estonia"	2014	"EFLUX"	1
"1263"	"estonia"	2014	"TED"	11
"1264"	"estonia"	2014	"TIMEPAD"	6
"1265"	"estonia"	2015	"BEHANCE"	207
"1266"	"estonia"	2015	"EFLUX"	1
"1267"	"estonia"	2015	"TED"	9
"1268"	"estonia"	2016	"BEHANCE"	196
"1269"	"estonia"	2016	"TED"	6
"1270"	"estonia"	2016	"TIMEPAD"	7
"1271"	"estonia"	2017	"BEHANCE"	213
"1272"	"estonia"	2017	"EFLUX"	2
"1273"	"estonia"	2017	"TED"	3
"1274"	"estonia"	2017	"TIMEPAD"	97
"1275"	"estonia"	2018	"ART_EDUCATION"	1
"1276"	"estonia"	2018	"BEHANCE"	203
"1277"	"estonia"	2018	"EFLUX"	1
"1278"	"estonia"	2018	"TED"	3
"1279"	"estonia"	2018	"TIMEPAD"	3
"1280"	"estonia"	2019	"BEHANCE"	23
"1281"	"estonia"	2019	"TED"	1
"1282"	"estonia"	2019	"TIMEPAD"	3
"1283"	"eswatini"	2015	"TED"	1
"1284"	"eswatini"	2016	"TED"	1
"1285"	"eswatini"	2017	"TED"	1
"1286"	"eswatini"	2018	"TED"	1
"1287"	"ethiopia"	2008	"BEHANCE"	5
"1288"	"ethiopia"	2009	"BEHANCE"	5
"1289"	"ethiopia"	2010	"BEHANCE"	3
"1290"	"ethiopia"	2010	"TED"	2
"1291"	"ethiopia"	2011	"BEHANCE"	1
"1292"	"ethiopia"	2011	"TED"	3
"1293"	"ethiopia"	2012	"BEHANCE"	5
"1294"	"ethiopia"	2012	"TED"	3
"1295"	"ethiopia"	2013	"BEHANCE"	6
"1296"	"ethiopia"	2013	"TED"	2
"1297"	"ethiopia"	2014	"BEHANCE"	2
"1298"	"ethiopia"	2014	"EFLUX"	1
"1299"	"ethiopia"	2014	"TED"	9
"1300"	"ethiopia"	2015	"MEETUP"	2
"1301"	"ethiopia"	2015	"TED"	2
"1302"	"ethiopia"	2016	"BEHANCE"	2
"1303"	"ethiopia"	2016	"EFLUX"	1
"1304"	"ethiopia"	2017	"BEHANCE"	3
"1305"	"ethiopia"	2018	"TED"	1
"1306"	"federated states of micronesia"	2007	"MEETUP"	1
"1307"	"federated states of micronesia"	2009	"MEETUP"	1
"1308"	"federated states of micronesia"	2014	"MEETUP"	1
"1309"	"fiji"	2016	"TED"	1
"1310"	"fiji"	2017	"TED"	1
"1311"	"fiji"	2018	"MEETUP"	2
"1312"	"finland"	2008	"BEHANCE"	28
"1313"	"finland"	2009	"BEHANCE"	77
"1314"	"finland"	2009	"TED"	2
"1315"	"finland"	2010	"BEHANCE"	105
"1316"	"finland"	2010	"EFLUX"	3
"1317"	"finland"	2010	"TED"	5
"1318"	"finland"	2011	"BEHANCE"	199
"1319"	"finland"	2011	"EFLUX"	6
"1320"	"finland"	2011	"TED"	4
"1321"	"finland"	2012	"BEHANCE"	255
"1322"	"finland"	2012	"MEETUP"	2
"1323"	"finland"	2012	"TED"	3
"1324"	"finland"	2013	"ART_EDUCATION"	2
"1325"	"finland"	2013	"BEHANCE"	652
"1326"	"finland"	2013	"EFLUX"	5
"1327"	"finland"	2013	"TED"	2
"1328"	"finland"	2014	"ART_EDUCATION"	1
"1329"	"finland"	2014	"BEHANCE"	626
"1330"	"finland"	2014	"EFLUX"	6
"1331"	"finland"	2014	"MEETUP"	1
"1332"	"finland"	2014	"TED"	2
"1333"	"finland"	2015	"ART_EDUCATION"	2
"1334"	"finland"	2015	"BEHANCE"	621
"1335"	"finland"	2015	"EFLUX"	3
"1336"	"finland"	2015	"MEETUP"	3
"1337"	"finland"	2015	"TED"	4
"1338"	"finland"	2016	"ART_EDUCATION"	1
"1339"	"finland"	2016	"BEHANCE"	644
"1340"	"finland"	2016	"EFLUX"	1
"1341"	"finland"	2016	"MEETUP"	7
"1342"	"finland"	2016	"TED"	4
"1343"	"finland"	2016	"TIMEPAD"	5
"1344"	"finland"	2017	"BEHANCE"	499
"1345"	"finland"	2017	"EFLUX"	2
"1346"	"finland"	2017	"MEETUP"	3
"1347"	"finland"	2017	"TED"	6
"1348"	"finland"	2017	"TIMEPAD"	6
"1349"	"finland"	2018	"BEHANCE"	432
"1350"	"finland"	2018	"EFLUX"	5
"1351"	"finland"	2018	"MEETUP"	17
"1352"	"finland"	2018	"TED"	3
"1353"	"finland"	2018	"TIMEPAD"	8
"1354"	"finland"	2019	"BEHANCE"	105
"1355"	"finland"	2019	"TED"	1
"1356"	"finland"	2019	"TIMEPAD"	1
"1357"	"france"	2005	"MEETUP"	8
"1358"	"france"	2006	"MEETUP"	30
"1359"	"france"	2007	"BEHANCE"	21
"1360"	"france"	2007	"MEETUP"	32
"1361"	"france"	2008	"BEHANCE"	273
"1362"	"france"	2008	"MEETUP"	33
"1363"	"france"	2009	"BEHANCE"	826
"1364"	"france"	2009	"MEETUP"	142
"1365"	"france"	2009	"TED"	2
"1366"	"france"	2010	"ART_EDUCATION"	14
"1367"	"france"	2010	"BEHANCE"	1304
"1368"	"france"	2010	"EFLUX"	41
"1369"	"france"	2010	"MEETUP"	351
"1370"	"france"	2010	"TED"	6
"1371"	"france"	2011	"ART_EDUCATION"	5
"1372"	"france"	2011	"BEHANCE"	1999
"1373"	"france"	2011	"EFLUX"	45
"1374"	"france"	2011	"MEETUP"	380
"1375"	"france"	2011	"TED"	10
"1376"	"france"	2012	"ART_EDUCATION"	6
"1377"	"france"	2012	"BEHANCE"	4259
"1378"	"france"	2012	"EFLUX"	43
"1379"	"france"	2012	"MEETUP"	525
"1380"	"france"	2012	"TED"	31
"1381"	"france"	2013	"ART_EDUCATION"	19
"1382"	"france"	2013	"BEHANCE"	6733
"1383"	"france"	2013	"EFLUX"	40
"1384"	"france"	2013	"MEETUP"	977
"1385"	"france"	2013	"TED"	45
"1386"	"france"	2013	"TIMEPAD"	2
"1387"	"france"	2014	"ART_EDUCATION"	5
"1388"	"france"	2014	"BEHANCE"	8519
"1389"	"france"	2014	"EFLUX"	49
"1390"	"france"	2014	"MEETUP"	2430
"1391"	"france"	2014	"TED"	43
"1392"	"france"	2014	"TIMEPAD"	6
"1393"	"france"	2015	"ART_EDUCATION"	9
"1394"	"france"	2015	"BEHANCE"	6666
"1395"	"france"	2015	"EFLUX"	55
"1396"	"france"	2015	"MEETUP"	3555
"1397"	"france"	2015	"TED"	64
"1398"	"france"	2015	"TIMEPAD"	8
"1399"	"france"	2016	"ART_EDUCATION"	6
"1400"	"france"	2016	"BEHANCE"	6914
"1401"	"france"	2016	"EFLUX"	52
"1402"	"france"	2016	"MEETUP"	5177
"1403"	"france"	2016	"TED"	71
"1404"	"france"	2016	"TIMEPAD"	7
"1405"	"france"	2017	"ART_EDUCATION"	7
"1406"	"france"	2017	"BEHANCE"	6389
"1407"	"france"	2017	"EFLUX"	45
"1408"	"france"	2017	"MEETUP"	7686
"1409"	"france"	2017	"TED"	78
"1410"	"france"	2017	"TIMEPAD"	4
"1411"	"france"	2018	"ART_EDUCATION"	9
"1412"	"france"	2018	"BEHANCE"	5969
"1413"	"france"	2018	"EFLUX"	53
"1414"	"france"	2018	"MEETUP"	11266
"1415"	"france"	2018	"TED"	90
"1416"	"france"	2018	"TIMEPAD"	17
"1417"	"france"	2019	"BEHANCE"	973
"1418"	"france"	2019	"MEETUP"	2028
"1419"	"france"	2019	"TED"	40
"1420"	"france"	2019	"TIMEPAD"	6
"1421"	"france"	2020	"TIMEPAD"	1
"1422"	"gabon"	2016	"MEETUP"	1
"1423"	"gabon"	2016	"TED"	1
"1424"	"georgia"	2008	"BEHANCE"	12
"1425"	"georgia"	2009	"BEHANCE"	35
"1426"	"georgia"	2010	"BEHANCE"	27
"1427"	"georgia"	2011	"BEHANCE"	65
"1428"	"georgia"	2012	"BEHANCE"	99
"1429"	"georgia"	2012	"EFLUX"	2
"1430"	"georgia"	2012	"TED"	3
"1431"	"georgia"	2013	"ART_EDUCATION"	1
"1432"	"georgia"	2013	"BEHANCE"	229
"1433"	"georgia"	2013	"TED"	5
"1434"	"georgia"	2014	"BEHANCE"	161
"1435"	"georgia"	2014	"MEETUP"	6
"1436"	"georgia"	2014	"TED"	3
"1437"	"georgia"	2014	"TIMEPAD"	8
"1438"	"georgia"	2015	"BEHANCE"	152
"1439"	"georgia"	2015	"MEETUP"	6
"1440"	"georgia"	2015	"TED"	2
"1441"	"georgia"	2015	"TIMEPAD"	3
"1442"	"georgia"	2016	"BEHANCE"	241
"1443"	"georgia"	2016	"EFLUX"	1
"1444"	"georgia"	2016	"MEETUP"	27
"1445"	"georgia"	2016	"TED"	4
"1446"	"georgia"	2016	"TIMEPAD"	18
"1447"	"georgia"	2017	"BEHANCE"	188
"1448"	"georgia"	2017	"MEETUP"	51
"1449"	"georgia"	2017	"TED"	2
"1450"	"georgia"	2017	"TIMEPAD"	19
"1451"	"georgia"	2018	"ART_EDUCATION"	1
"1452"	"georgia"	2018	"BEHANCE"	190
"1453"	"georgia"	2018	"EFLUX"	1
"1454"	"georgia"	2018	"MEETUP"	65
"1455"	"georgia"	2018	"TED"	2
"1456"	"georgia"	2018	"TIMEPAD"	522
"1457"	"georgia"	2019	"BEHANCE"	29
"1458"	"georgia"	2019	"MEETUP"	8
"1459"	"georgia"	2019	"TED"	1
"1460"	"georgia"	2019	"TIMEPAD"	84
"1461"	"germany"	2004	"MEETUP"	10
"1462"	"germany"	2005	"MEETUP"	32
"1463"	"germany"	2006	"MEETUP"	28
"1464"	"germany"	2007	"BEHANCE"	27
"1465"	"germany"	2007	"MEETUP"	64
"1466"	"germany"	2008	"BEHANCE"	367
"1467"	"germany"	2008	"MEETUP"	53
"1468"	"germany"	2009	"BEHANCE"	1278
"1469"	"germany"	2009	"MEETUP"	47
"1470"	"germany"	2009	"TED"	2
"1471"	"germany"	2010	"ART_EDUCATION"	10
"1472"	"germany"	2010	"BEHANCE"	1796
"1473"	"germany"	2010	"EFLUX"	69
"1474"	"germany"	2010	"MEETUP"	363
"1475"	"germany"	2010	"TED"	8
"1476"	"germany"	2011	"ART_EDUCATION"	15
"1477"	"germany"	2011	"BEHANCE"	2463
"1478"	"germany"	2011	"EFLUX"	59
"1479"	"germany"	2011	"MEETUP"	482
"1480"	"germany"	2011	"TED"	15
"1481"	"germany"	2012	"ART_EDUCATION"	13
"1482"	"germany"	2012	"BEHANCE"	3994
"1483"	"germany"	2012	"EFLUX"	62
"1484"	"germany"	2012	"MEETUP"	458
"1485"	"germany"	2012	"TED"	18
"1486"	"germany"	2012	"TIMEPAD"	1
"1487"	"germany"	2013	"ART_EDUCATION"	9
"1488"	"germany"	2013	"BEHANCE"	6681
"1489"	"germany"	2013	"EFLUX"	61
"1490"	"germany"	2013	"MEETUP"	826
"1491"	"germany"	2013	"TED"	28
"1492"	"germany"	2014	"ART_EDUCATION"	5
"1493"	"germany"	2014	"BEHANCE"	8006
"1494"	"germany"	2014	"EFLUX"	74
"1495"	"germany"	2014	"MEETUP"	1867
"1496"	"germany"	2014	"TED"	26
"1497"	"germany"	2014	"TIMEPAD"	3
"1498"	"germany"	2015	"ART_EDUCATION"	10
"1499"	"germany"	2015	"BEHANCE"	6575
"1500"	"germany"	2015	"EFLUX"	78
"1501"	"germany"	2015	"MEETUP"	3066
"1502"	"germany"	2015	"TED"	43
"1503"	"germany"	2015	"TIMEPAD"	26
"1504"	"germany"	2016	"ART_EDUCATION"	5
"1505"	"germany"	2016	"BEHANCE"	6685
"1506"	"germany"	2016	"EFLUX"	79
"1507"	"germany"	2016	"MEETUP"	4654
"1508"	"germany"	2016	"TED"	56
"1509"	"germany"	2016	"TIMEPAD"	15
"1510"	"germany"	2017	"ART_EDUCATION"	11
"1511"	"germany"	2017	"BEHANCE"	6317
"1512"	"germany"	2017	"EFLUX"	80
"1513"	"germany"	2017	"MEETUP"	7309
"1514"	"germany"	2017	"TED"	57
"1515"	"germany"	2017	"TIMEPAD"	16
"1516"	"germany"	2018	"ART_EDUCATION"	10
"1517"	"germany"	2018	"BEHANCE"	5799
"1518"	"germany"	2018	"EFLUX"	96
"1519"	"germany"	2018	"MEETUP"	9942
"1520"	"germany"	2018	"TED"	56
"1521"	"germany"	2018	"TIMEPAD"	43
"1522"	"germany"	2019	"BEHANCE"	1135
"1523"	"germany"	2019	"MEETUP"	1512
"1524"	"germany"	2019	"TED"	16
"1525"	"germany"	2019	"TIMEPAD"	4
"1526"	"ghana"	2009	"TED"	1
"1527"	"ghana"	2010	"TED"	6
"1528"	"ghana"	2011	"TED"	3
"1529"	"ghana"	2012	"EFLUX"	1
"1530"	"ghana"	2012	"TED"	3
"1531"	"ghana"	2013	"BEHANCE"	8
"1532"	"ghana"	2013	"EFLUX"	1
"1533"	"ghana"	2013	"TED"	4
"1534"	"ghana"	2014	"TED"	1
"1535"	"ghana"	2015	"BEHANCE"	4
"1536"	"ghana"	2015	"EFLUX"	1
"1537"	"ghana"	2015	"TED"	5
"1538"	"ghana"	2016	"ART_EDUCATION"	1
"1539"	"ghana"	2016	"BEHANCE"	26
"1540"	"ghana"	2016	"EFLUX"	1
"1541"	"ghana"	2016	"TED"	8
"1542"	"ghana"	2017	"BEHANCE"	41
"1543"	"ghana"	2017	"EFLUX"	3
"1544"	"ghana"	2017	"TED"	8
"1545"	"ghana"	2018	"ART_EDUCATION"	1
"1546"	"ghana"	2018	"BEHANCE"	46
"1547"	"ghana"	2018	"MEETUP"	3
"1548"	"ghana"	2018	"TED"	5
"1549"	"ghana"	2019	"BEHANCE"	6
"1550"	"ghana"	2019	"MEETUP"	1
"1551"	"ghana"	2019	"TED"	1
"1552"	"greece"	2008	"BEHANCE"	35
"1553"	"greece"	2009	"BEHANCE"	172
"1554"	"greece"	2009	"TED"	4
"1555"	"greece"	2010	"BEHANCE"	237
"1556"	"greece"	2010	"EFLUX"	4
"1557"	"greece"	2010	"TED"	7
"1558"	"greece"	2011	"BEHANCE"	418
"1559"	"greece"	2011	"EFLUX"	9
"1560"	"greece"	2011	"MEETUP"	15
"1561"	"greece"	2011	"TED"	7
"1562"	"greece"	2012	"BEHANCE"	790
"1563"	"greece"	2012	"EFLUX"	3
"1564"	"greece"	2012	"MEETUP"	23
"1565"	"greece"	2012	"TED"	13
"1566"	"greece"	2013	"BEHANCE"	1042
"1567"	"greece"	2013	"EFLUX"	3
"1568"	"greece"	2013	"MEETUP"	34
"1569"	"greece"	2013	"TED"	18
"1570"	"greece"	2014	"BEHANCE"	1140
"1571"	"greece"	2014	"EFLUX"	2
"1572"	"greece"	2014	"MEETUP"	110
"1573"	"greece"	2014	"TED"	15
"1574"	"greece"	2015	"ART_EDUCATION"	1
"1575"	"greece"	2015	"BEHANCE"	1077
"1576"	"greece"	2015	"EFLUX"	4
"1577"	"greece"	2015	"MEETUP"	232
"1578"	"greece"	2015	"TED"	22
"1579"	"greece"	2016	"ART_EDUCATION"	2
"1580"	"greece"	2016	"BEHANCE"	1153
"1581"	"greece"	2016	"EFLUX"	6
"1582"	"greece"	2016	"MEETUP"	314
"1583"	"greece"	2016	"TED"	25
"1584"	"greece"	2017	"ART_EDUCATION"	2
"1585"	"greece"	2017	"BEHANCE"	1029
"1586"	"greece"	2017	"EFLUX"	8
"1587"	"greece"	2017	"MEETUP"	493
"1588"	"greece"	2017	"TED"	23
"1589"	"greece"	2018	"BEHANCE"	798
"1590"	"greece"	2018	"EFLUX"	12
"1591"	"greece"	2018	"MEETUP"	683
"1592"	"greece"	2018	"TED"	23
"1593"	"greece"	2018	"TIMEPAD"	2
"1594"	"greece"	2019	"BEHANCE"	139
"1595"	"greece"	2019	"MEETUP"	89
"1596"	"greece"	2019	"TED"	10
"1597"	"guatemala"	2008	"BEHANCE"	1
"1598"	"guatemala"	2009	"BEHANCE"	1
"1599"	"guatemala"	2010	"BEHANCE"	35
"1600"	"guatemala"	2010	"TED"	1
"1601"	"guatemala"	2011	"BEHANCE"	73
"1602"	"guatemala"	2011	"TED"	2
"1603"	"guatemala"	2012	"BEHANCE"	104
"1604"	"guatemala"	2012	"MEETUP"	1
"1605"	"guatemala"	2012	"TED"	8
"1606"	"guatemala"	2013	"BEHANCE"	105
"1607"	"guatemala"	2013	"TED"	7
"1608"	"guatemala"	2014	"BEHANCE"	86
"1609"	"guatemala"	2014	"TED"	1
"1610"	"guatemala"	2015	"BEHANCE"	88
"1611"	"guatemala"	2015	"MEETUP"	6
"1612"	"guatemala"	2015	"TED"	7
"1613"	"guatemala"	2016	"BEHANCE"	130
"1614"	"guatemala"	2016	"MEETUP"	1
"1615"	"guatemala"	2016	"TED"	4
"1616"	"guatemala"	2017	"ART_EDUCATION"	1
"1617"	"guatemala"	2017	"BEHANCE"	102
"1618"	"guatemala"	2017	"MEETUP"	3
"1619"	"guatemala"	2017	"TED"	2
"1620"	"guatemala"	2018	"BEHANCE"	68
"1621"	"guatemala"	2018	"EFLUX"	1
"1622"	"guatemala"	2018	"MEETUP"	1
"1623"	"guatemala"	2018	"TED"	6
"1624"	"guatemala"	2019	"BEHANCE"	12
"1625"	"guatemala"	2019	"TED"	2
"1626"	"guinea"	2018	"TED"	1
"1627"	"guyana"	2015	"TED"	1
"1628"	"haiti"	2011	"TED"	3
"1629"	"haiti"	2012	"TED"	4
"1630"	"haiti"	2013	"EFLUX"	1
"1631"	"haiti"	2013	"TED"	7
"1632"	"haiti"	2014	"TED"	2
"1633"	"haiti"	2015	"TED"	1
"1634"	"holy see"	2007	"MEETUP"	1
"1635"	"holy see"	2014	"ART_EDUCATION"	2
"1636"	"honduras"	2009	"BEHANCE"	1
"1637"	"honduras"	2009	"MEETUP"	1
"1638"	"honduras"	2012	"BEHANCE"	15
"1639"	"honduras"	2012	"TED"	1
"1640"	"honduras"	2013	"BEHANCE"	52
"1641"	"honduras"	2013	"MEETUP"	1
"1642"	"honduras"	2013	"TED"	2
"1643"	"honduras"	2014	"BEHANCE"	85
"1644"	"honduras"	2014	"TED"	2
"1645"	"honduras"	2015	"BEHANCE"	46
"1646"	"honduras"	2015	"MEETUP"	3
"1647"	"honduras"	2015	"TED"	4
"1648"	"honduras"	2016	"BEHANCE"	19
"1649"	"honduras"	2016	"MEETUP"	2
"1650"	"honduras"	2016	"TED"	3
"1651"	"honduras"	2017	"BEHANCE"	21
"1652"	"honduras"	2017	"MEETUP"	2
"1653"	"honduras"	2017	"TED"	5
"1654"	"honduras"	2018	"BEHANCE"	22
"1655"	"honduras"	2018	"TED"	4
"1656"	"honduras"	2019	"BEHANCE"	2
"1657"	"hungary"	2007	"BEHANCE"	1
"1658"	"hungary"	2007	"MEETUP"	12
"1659"	"hungary"	2008	"BEHANCE"	30
"1660"	"hungary"	2008	"MEETUP"	16
"1661"	"hungary"	2009	"BEHANCE"	169
"1662"	"hungary"	2009	"MEETUP"	20
"1663"	"hungary"	2009	"TED"	1
"1664"	"hungary"	2010	"BEHANCE"	358
"1665"	"hungary"	2010	"EFLUX"	1
"1666"	"hungary"	2010	"MEETUP"	48
"1667"	"hungary"	2010	"TED"	5
"1668"	"hungary"	2011	"BEHANCE"	502
"1669"	"hungary"	2011	"EFLUX"	2
"1670"	"hungary"	2011	"MEETUP"	90
"1671"	"hungary"	2011	"TED"	5
"1672"	"hungary"	2012	"ART_EDUCATION"	2
"1673"	"hungary"	2012	"BEHANCE"	1164
"1674"	"hungary"	2012	"MEETUP"	91
"1675"	"hungary"	2012	"TED"	8
"1676"	"hungary"	2013	"BEHANCE"	1527
"1677"	"hungary"	2013	"MEETUP"	193
"1678"	"hungary"	2013	"TED"	7
"1679"	"hungary"	2014	"BEHANCE"	1697
"1680"	"hungary"	2014	"MEETUP"	394
"1681"	"hungary"	2014	"TED"	6
"1682"	"hungary"	2015	"BEHANCE"	1232
"1683"	"hungary"	2015	"EFLUX"	1
"1684"	"hungary"	2015	"MEETUP"	712
"1685"	"hungary"	2015	"TED"	5
"1686"	"hungary"	2016	"BEHANCE"	1393
"1687"	"hungary"	2016	"EFLUX"	2
"1688"	"hungary"	2016	"MEETUP"	794
"1689"	"hungary"	2016	"TED"	7
"1690"	"hungary"	2017	"BEHANCE"	1343
"1691"	"hungary"	2017	"EFLUX"	4
"1692"	"hungary"	2017	"MEETUP"	946
"1693"	"hungary"	2017	"TED"	11
"1694"	"hungary"	2018	"BEHANCE"	1144
"1695"	"hungary"	2018	"EFLUX"	3
"1696"	"hungary"	2018	"MEETUP"	1267
"1697"	"hungary"	2018	"TED"	12
"1698"	"hungary"	2019	"BEHANCE"	209
"1699"	"hungary"	2019	"MEETUP"	251
"1700"	"hungary"	2019	"TED"	6
"1701"	"iceland"	2008	"BEHANCE"	1
"1702"	"iceland"	2009	"BEHANCE"	49
"1703"	"iceland"	2009	"MEETUP"	1
"1704"	"iceland"	2009	"TED"	1
"1705"	"iceland"	2010	"BEHANCE"	80
"1706"	"iceland"	2010	"TED"	1
"1707"	"iceland"	2011	"BEHANCE"	110
"1708"	"iceland"	2011	"MEETUP"	1
"1709"	"iceland"	2011	"TED"	1
"1710"	"iceland"	2012	"BEHANCE"	184
"1711"	"iceland"	2012	"MEETUP"	2
"1712"	"iceland"	2013	"BEHANCE"	205
"1713"	"iceland"	2013	"MEETUP"	1
"1714"	"iceland"	2013	"TED"	2
"1715"	"iceland"	2014	"BEHANCE"	324
"1716"	"iceland"	2014	"MEETUP"	7
"1717"	"iceland"	2014	"TED"	1
"1718"	"iceland"	2015	"BEHANCE"	130
"1719"	"iceland"	2015	"MEETUP"	9
"1720"	"iceland"	2015	"TED"	2
"1721"	"iceland"	2016	"BEHANCE"	110
"1722"	"iceland"	2016	"MEETUP"	9
"1723"	"iceland"	2016	"TED"	1
"1724"	"iceland"	2017	"BEHANCE"	88
"1725"	"iceland"	2017	"MEETUP"	21
"1726"	"iceland"	2017	"TED"	4
"1727"	"iceland"	2018	"BEHANCE"	177
"1728"	"iceland"	2018	"MEETUP"	32
"1729"	"iceland"	2018	"TED"	1
"1730"	"iceland"	2019	"BEHANCE"	37
"1731"	"india"	2004	"MEETUP"	4
"1732"	"india"	2005	"MEETUP"	22
"1733"	"india"	2006	"MEETUP"	34
"1734"	"india"	2007	"BEHANCE"	6
"1735"	"india"	2007	"MEETUP"	53
"1736"	"india"	2008	"BEHANCE"	26
"1737"	"india"	2008	"MEETUP"	163
"1738"	"india"	2009	"BEHANCE"	221
"1739"	"india"	2009	"MEETUP"	315
"1740"	"india"	2009	"TED"	11
"1741"	"india"	2010	"ART_EDUCATION"	2
"1742"	"india"	2010	"BEHANCE"	341
"1743"	"india"	2010	"MEETUP"	289
"1744"	"india"	2010	"TED"	57
"1745"	"india"	2011	"BEHANCE"	604
"1746"	"india"	2011	"EFLUX"	1
"1747"	"india"	2011	"MEETUP"	416
"1748"	"india"	2011	"TED"	72
"1749"	"india"	2012	"BEHANCE"	1278
"1750"	"india"	2012	"EFLUX"	3
"1751"	"india"	2012	"MEETUP"	992
"1752"	"india"	2012	"TED"	110
"1753"	"india"	2013	"ART_EDUCATION"	1
"1754"	"india"	2013	"BEHANCE"	2258
"1755"	"india"	2013	"EFLUX"	1
"1756"	"india"	2013	"MEETUP"	1507
"1757"	"india"	2013	"TED"	93
"1758"	"india"	2014	"BEHANCE"	2516
"1759"	"india"	2014	"EFLUX"	2
"1760"	"india"	2014	"MEETUP"	3255
"1761"	"india"	2014	"TED"	91
"1762"	"india"	2015	"BEHANCE"	2020
"1763"	"india"	2015	"EFLUX"	1
"1764"	"india"	2015	"MEETUP"	4652
"1765"	"india"	2015	"TED"	132
"1766"	"india"	2016	"BEHANCE"	2157
"1767"	"india"	2016	"EFLUX"	2
"1768"	"india"	2016	"MEETUP"	6820
"1769"	"india"	2016	"TED"	182
"1770"	"india"	2017	"ART_EDUCATION"	5
"1771"	"india"	2017	"BEHANCE"	2314
"1772"	"india"	2017	"MEETUP"	10344
"1773"	"india"	2017	"TED"	307
"1774"	"india"	2018	"BEHANCE"	2220
"1775"	"india"	2018	"EFLUX"	1
"1776"	"india"	2018	"MEETUP"	11622
"1777"	"india"	2018	"TED"	354
"1778"	"india"	2019	"BEHANCE"	404
"1779"	"india"	2019	"MEETUP"	2300
"1780"	"india"	2019	"TED"	143
"1781"	"indonesia"	2007	"BEHANCE"	4
"1782"	"indonesia"	2008	"BEHANCE"	32
"1783"	"indonesia"	2009	"BEHANCE"	151
"1784"	"indonesia"	2009	"TED"	6
"1785"	"indonesia"	2010	"BEHANCE"	285
"1786"	"indonesia"	2010	"MEETUP"	1
"1787"	"indonesia"	2010	"TED"	7
